experiment,dataset,method,n_clusters,n_set,iter,entropy,time
460,rcv1,coresets,50,5000,1,4.610420,20.422593
460,rcv1,coresets,50,5000,5,4.608864,21.075509
460,rcv1,coresets,50,5000,10,4.606560,21.751720
460,rcv1,coresets,50,5000,26,4.605208,24.204434
461,rcv1,coresets,50,5000,0,4.621061,20.218458
461,rcv1,coresets,50,5000,1,4.615438,20.313908
461,rcv1,coresets,50,5000,5,4.614175,20.859598
461,rcv1,coresets,50,5000,10,4.614163,21.606101
461,rcv1,coresets,50,5000,21,4.613992,23.323175
462,rcv1,coresets,50,5000,0,4.619509,20.524917
462,rcv1,coresets,50,5000,1,4.609808,20.317359
462,rcv1,coresets,50,5000,5,4.607821,20.906610
462,rcv1,coresets,50,5000,10,4.606977,21.652496
462,rcv1,coresets,50,5000,18,4.606876,23.003063
463,rcv1,coresets,50,5000,0,4.616379,20.272741
463,rcv1,coresets,50,5000,1,4.610065,20.403153
463,rcv1,coresets,50,5000,5,4.606164,21.090300
463,rcv1,coresets,50,5000,10,4.604760,21.828285
463,rcv1,coresets,50,5000,19,4.604788,23.213290
464,rcv1,coresets,50,5000,0,4.624218,20.138903
464,rcv1,coresets,50,5000,1,4.611521,20.336818
464,rcv1,coresets,50,5000,5,4.608112,20.943484
464,rcv1,coresets,50,5000,10,4.607501,21.593362
464,rcv1,coresets,50,5000,19,4.607512,23.088637
465,rcv1,coresets,50,5000,0,4.628814,20.364316
465,rcv1,coresets,50,5000,1,4.612873,20.523330
465,rcv1,coresets,50,5000,5,4.609053,21.146950
465,rcv1,coresets,50,5000,10,4.607100,21.860269
465,rcv1,coresets,50,5000,20,4.606831,23.399044
466,rcv1,coresets,50,5000,0,4.611972,20.397738
466,rcv1,coresets,50,5000,1,4.606017,20.511746
466,rcv1,coresets,50,5000,5,4.605732,21.139847
466,rcv1,coresets,50,5000,10,4.605547,21.658109
466,rcv1,coresets,50,5000,15,4.605527,22.518174
467,rcv1,coresets,50,5000,0,4.614908,20.285458
467,rcv1,coresets,50,5000,1,4.604671,20.462089
467,rcv1,coresets,50,5000,5,4.602690,21.096422
467,rcv1,coresets,50,5000,10,4.601819,21.744577
467,rcv1,coresets,50,5000,29,4.600413,24.600657
468,rcv1,coresets,50,5000,0,4.616948,20.407884
468,rcv1,coresets,50,5000,1,4.606970,20.624989
468,rcv1,coresets,50,5000,5,4.604364,21.640456
468,rcv1,coresets,50,5000,10,4.604335,22.162062
468,rcv1,coresets,50,5000,17,4.604352,23.032142
469,rcv1,coresets,50,5000,0,4.610271,20.344436
469,rcv1,coresets,50,5000,1,4.604006,20.351848
469,rcv1,coresets,50,5000,5,4.603521,20.890287
469,rcv1,coresets,50,5000,10,4.603694,21.639412
469,rcv1,coresets,50,5000,14,4.603748,22.309978
470,rcv1,coresets,50,5000,0,4.618108,20.073122
470,rcv1,coresets,50,5000,1,4.608938,20.227070
470,rcv1,coresets,50,5000,5,4.606478,20.805739
470,rcv1,coresets,50,5000,10,4.606361,21.543211
470,rcv1,coresets,50,5000,23,4.606390,23.489630
471,rcv1,coresets,50,5000,0,4.610369,20.111919
471,rcv1,coresets,50,5000,1,4.603225,20.177408
471,rcv1,coresets,50,5000,5,4.600871,20.879023
471,rcv1,coresets,50,5000,10,4.599548,21.616549
471,rcv1,coresets,50,5000,19,4.599735,22.914856
472,rcv1,coresets,50,5000,0,4.620562,20.135909
472,rcv1,coresets,50,5000,1,4.612080,20.248546
472,rcv1,coresets,50,5000,5,4.606551,20.796634
472,rcv1,coresets,50,5000,10,4.605368,21.542488
472,rcv1,coresets,50,5000,26,4.605266,23.933485
473,rcv1,coresets,50,5000,0,4.616800,20.138275
473,rcv1,coresets,50,5000,1,4.607572,20.302124
473,rcv1,coresets,50,5000,5,4.605612,20.921272
473,rcv1,coresets,50,5000,10,4.604681,21.579961
473,rcv1,coresets,50,5000,22,4.604883,23.460582
474,rcv1,coresets,50,5000,0,4.613997,20.069787
474,rcv1,coresets,50,5000,1,4.603192,20.263760
474,rcv1,coresets,50,5000,5,4.600519,20.825429
474,rcv1,coresets,50,5000,8,4.600510,21.377095
475,rcv1,coresets,50,5000,0,4.626081,20.045984
475,rcv1,coresets,50,5000,1,4.611566,20.228424
475,rcv1,coresets,50,5000,5,4.607874,20.779437
475,rcv1,coresets,50,5000,10,4.607018,21.475648
475,rcv1,coresets,50,5000,26,4.605754,23.893891
476,rcv1,coresets,50,5000,0,4.609437,20.353762
476,rcv1,coresets,50,5000,1,4.603416,20.305123
476,rcv1,coresets,50,5000,5,4.600954,20.865699
476,rcv1,coresets,50,5000,10,4.600248,21.539186
476,rcv1,coresets,50,5000,20,4.599955,23.160825
477,rcv1,coresets,50,5000,0,4.618570,20.110061
477,rcv1,coresets,50,5000,1,4.605929,20.238212
477,rcv1,coresets,50,5000,5,4.604736,20.796591
477,rcv1,coresets,50,5000,10,4.604920,21.485384
477,rcv1,coresets,50,5000,12,4.604919,21.901705
478,rcv1,coresets,50,5000,0,4.610745,19.991226
478,rcv1,coresets,50,5000,1,4.604259,20.130492
478,rcv1,coresets,50,5000,5,4.600469,20.729064
478,rcv1,coresets,50,5000,10,4.600306,21.427664
478,rcv1,coresets,50,5000,11,4.600301,21.736150
479,rcv1,coresets,50,5000,0,4.618708,20.110157
479,rcv1,coresets,50,5000,1,4.609333,20.273428
479,rcv1,coresets,50,5000,5,4.607723,20.808728
479,rcv1,coresets,50,5000,10,4.608349,21.510977
479,rcv1,coresets,50,5000,24,4.607043,23.627937
480,rcv1,coresets,50,5000,0,4.613694,20.029021
480,rcv1,coresets,50,5000,1,4.606686,20.260431
480,rcv1,coresets,50,5000,5,4.604384,20.799072
480,rcv1,coresets,50,5000,10,4.603905,21.633049
480,rcv1,coresets,50,5000,15,4.603933,22.226491
481,rcv1,coresets,50,5000,0,4.615722,20.151083
481,rcv1,coresets,50,5000,1,4.604776,20.224524
481,rcv1,coresets,50,5000,5,4.602395,20.763898
481,rcv1,coresets,50,5000,10,4.602397,21.515911
481,rcv1,coresets,50,5000,11,4.602396,21.814294
482,rcv1,coresets,50,5000,0,4.625017,20.184713
482,rcv1,coresets,50,5000,1,4.613727,20.400857
482,rcv1,coresets,50,5000,5,4.613035,20.896973
482,rcv1,coresets,50,5000,10,4.610669,21.578730
482,rcv1,coresets,50,5000,20,4.610543,23.098895
483,rcv1,coresets,50,5000,0,4.622503,20.043109
483,rcv1,coresets,50,5000,1,4.612892,20.258494
483,rcv1,coresets,50,5000,5,4.608678,20.766593
483,rcv1,coresets,50,5000,10,4.608249,21.494726
483,rcv1,coresets,50,5000,26,4.608203,23.886415
484,rcv1,coresets,50,5000,0,4.609620,19.981850
484,rcv1,coresets,50,5000,1,4.602100,20.162764
484,rcv1,coresets,50,5000,5,4.600724,20.667639
484,rcv1,coresets,50,5000,10,4.600183,21.426742
484,rcv1,coresets,50,5000,21,4.599596,23.130682
485,rcv1,coresets,40,5000,0,4.638694,18.138918
485,rcv1,coresets,40,5000,1,4.631581,18.258620
485,rcv1,coresets,40,5000,5,4.622215,18.703067
485,rcv1,coresets,40,5000,10,4.621016,19.292217
485,rcv1,coresets,40,5000,30,4.620422,21.616625
486,rcv1,coresets,40,5000,0,4.628428,18.278169
486,rcv1,coresets,40,5000,1,4.621732,18.440144
486,rcv1,coresets,40,5000,5,4.618920,18.910366
486,rcv1,coresets,40,5000,8,4.618913,19.316652
487,rcv1,coresets,40,5000,0,4.624341,18.325160
487,rcv1,coresets,40,5000,1,4.619314,18.464490
487,rcv1,coresets,40,5000,5,4.615610,18.905731
487,rcv1,coresets,40,5000,8,4.615615,19.309182
488,rcv1,coresets,40,5000,0,4.648639,18.446229
488,rcv1,coresets,40,5000,1,4.630920,18.545706
488,rcv1,coresets,40,5000,5,4.625855,19.013421
488,rcv1,coresets,40,5000,10,4.624283,19.592453
488,rcv1,coresets,40,5000,24,4.624238,21.297871
489,rcv1,coresets,40,5000,0,4.628880,18.291654
489,rcv1,coresets,40,5000,1,4.614929,18.362242
489,rcv1,coresets,40,5000,5,4.609985,18.799899
489,rcv1,coresets,40,5000,10,4.609578,19.320207
489,rcv1,coresets,40,5000,14,4.609497,19.919396
490,rcv1,coresets,40,5000,0,4.623030,18.228520
490,rcv1,coresets,40,5000,1,4.614773,18.419699
490,rcv1,coresets,40,5000,5,4.613583,18.975559
490,rcv1,coresets,40,5000,10,4.613224,19.408290
490,rcv1,coresets,40,5000,16,4.613209,20.192803
491,rcv1,coresets,40,5000,0,4.626136,18.237408
491,rcv1,coresets,40,5000,1,4.615040,18.313608
491,rcv1,coresets,40,5000,5,4.614166,18.853136
492,rcv1,coresets,40,5000,0,4.635809,18.200388
492,rcv1,coresets,40,5000,1,4.626777,18.263682
492,rcv1,coresets,40,5000,5,4.621553,18.749722
492,rcv1,coresets,40,5000,10,4.621066,19.370025
492,rcv1,coresets,40,5000,11,4.621087,19.564138
493,rcv1,coresets,40,5000,0,4.623783,18.113496
493,rcv1,coresets,40,5000,1,4.614709,18.278453
493,rcv1,coresets,40,5000,5,4.613437,18.683622
493,rcv1,coresets,40,5000,10,4.613742,19.298699
493,rcv1,coresets,40,5000,15,4.613739,20.053791
494,rcv1,coresets,40,5000,0,4.634754,18.426348
494,rcv1,coresets,40,5000,1,4.618166,18.646428
494,rcv1,coresets,40,5000,5,4.615438,19.050335
494,rcv1,coresets,40,5000,10,4.615353,19.581413
494,rcv1,coresets,40,5000,14,4.615440,20.148438
495,rcv1,coresets,40,5000,0,4.624082,18.646199
495,rcv1,coresets,40,5000,1,4.614182,18.802516
495,rcv1,coresets,40,5000,5,4.612248,19.271627
495,rcv1,coresets,40,5000,10,4.611964,19.763999
495,rcv1,coresets,40,5000,20,4.611572,21.065323
496,rcv1,coresets,40,5000,0,4.633129,18.497875
496,rcv1,coresets,40,5000,1,4.623682,18.693116
496,rcv1,coresets,40,5000,5,4.622355,19.102465
496,rcv1,coresets,40,5000,10,4.622479,19.646373
496,rcv1,coresets,40,5000,20,4.620994,20.983429
497,rcv1,coresets,40,5000,0,4.649522,18.328605
497,rcv1,coresets,40,5000,1,4.633712,18.420257
497,rcv1,coresets,40,5000,5,4.628765,18.852397
497,rcv1,coresets,40,5000,10,4.628686,19.507435
497,rcv1,coresets,40,5000,11,4.628683,19.720816
498,rcv1,coresets,40,5000,0,4.636458,18.285204
498,rcv1,coresets,40,5000,1,4.619905,18.418036
498,rcv1,coresets,40,5000,5,4.609618,18.870568
498,rcv1,coresets,40,5000,10,4.609071,19.458336
498,rcv1,coresets,40,5000,12,4.609074,19.776260
499,rcv1,coresets,40,5000,0,4.627155,18.359717
499,rcv1,coresets,40,5000,1,4.617378,18.430129
499,rcv1,coresets,40,5000,5,4.613718,18.939952
499,rcv1,coresets,40,5000,10,4.612881,19.505460
499,rcv1,coresets,40,5000,20,4.612855,20.863131
500,rcv1,coresets,40,5000,0,4.653543,18.354011
500,rcv1,coresets,40,5000,1,4.621197,18.438710
500,rcv1,coresets,40,5000,5,4.616130,18.869619
500,rcv1,coresets,40,5000,10,4.615784,19.441358
500,rcv1,coresets,40,5000,13,4.615807,19.902398
501,rcv1,coresets,40,5000,0,4.635957,18.393493
501,rcv1,coresets,40,5000,1,4.618338,18.457707
501,rcv1,coresets,40,5000,5,4.612368,19.073346
501,rcv1,coresets,40,5000,10,4.612315,19.506382
501,rcv1,coresets,40,5000,18,4.612314,20.519520
502,rcv1,coresets,40,5000,0,4.632557,18.513720
502,rcv1,coresets,40,5000,1,4.622699,18.639863
502,rcv1,coresets,40,5000,5,4.618496,19.080126
502,rcv1,coresets,40,5000,10,4.618362,19.715842
502,rcv1,coresets,40,5000,13,4.618378,20.163087
503,rcv1,coresets,40,5000,0,4.638795,18.360492
503,rcv1,coresets,40,5000,1,4.624171,18.532445
503,rcv1,coresets,40,5000,5,4.618589,18.991039
503,rcv1,coresets,40,5000,10,4.619742,19.611301
503,rcv1,coresets,40,5000,14,4.619728,20.284480
504,rcv1,coresets,40,5000,0,4.623355,18.518253
504,rcv1,coresets,40,5000,1,4.613243,18.591239
504,rcv1,coresets,40,5000,5,4.612056,19.035685
504,rcv1,coresets,40,5000,10,4.612138,19.641031
504,rcv1,coresets,40,5000,18,4.612167,20.694837
505,rcv1,coresets,40,5000,0,4.634721,18.406277
505,rcv1,coresets,40,5000,1,4.624604,18.540601
505,rcv1,coresets,40,5000,5,4.620518,18.976099
505,rcv1,coresets,40,5000,10,4.620201,19.576140
505,rcv1,coresets,40,5000,17,4.620140,20.512595
506,rcv1,coresets,40,5000,0,4.634133,18.529739
506,rcv1,coresets,40,5000,1,4.624042,18.606865
506,rcv1,coresets,40,5000,5,4.621760,19.095168
506,rcv1,coresets,40,5000,10,4.621916,19.666516
506,rcv1,coresets,40,5000,19,4.621880,20.843965
507,rcv1,coresets,40,5000,0,4.628802,18.627546
507,rcv1,coresets,40,5000,1,4.616593,18.795602
507,rcv1,coresets,40,5000,5,4.614719,19.353557
507,rcv1,coresets,40,5000,10,4.614693,19.869587
508,rcv1,coresets,40,5000,0,4.632018,18.351987
508,rcv1,coresets,40,5000,1,4.619320,18.461119
508,rcv1,coresets,40,5000,5,4.616847,18.875543
508,rcv1,coresets,40,5000,8,4.616771,19.366887
509,rcv1,coresets,40,5000,0,4.623010,18.335975
509,rcv1,coresets,40,5000,1,4.613671,18.472400
509,rcv1,coresets,40,5000,5,4.613622,18.981571
509,rcv1,coresets,40,5000,10,4.613937,19.535521
509,rcv1,coresets,40,5000,11,4.613957,19.757671
510,rcv1,coresets,40,5000,0,4.643243,18.393622
510,rcv1,coresets,40,5000,1,4.630523,18.479275
510,rcv1,coresets,40,5000,5,4.626129,18.959772
510,rcv1,coresets,40,5000,9,4.626166,19.492074
511,rcv1,coresets,40,5000,0,4.629735,18.420335
511,rcv1,coresets,40,5000,1,4.620195,18.447799
511,rcv1,coresets,40,5000,5,4.617498,18.985273
511,rcv1,coresets,40,5000,10,4.616995,19.509803
511,rcv1,coresets,40,5000,24,4.615925,21.225100
512,rcv1,coresets,40,5000,0,4.639986,18.511072
