experiment,dataset,method,n_clusters,n_set,iter,entropy,time
1147,ng20,coresets,400,3000,1,3.783721,7.324972
1147,ng20,coresets,400,3000,5,3.778996,7.915798
1147,ng20,coresets,400,3000,10,3.778954,8.579157
1147,ng20,coresets,400,3000,14,3.778931,9.341220
1148,ng20,coresets,400,3000,0,3.789370,7.205717
1148,ng20,coresets,400,3000,1,3.784887,7.341732
1148,ng20,coresets,400,3000,5,3.781975,7.932177
1148,ng20,coresets,400,3000,10,3.781793,8.644943
1148,ng20,coresets,400,3000,17,3.781636,9.740675
1149,ng20,coresets,400,3000,0,3.787777,7.239260
1149,ng20,coresets,400,3000,1,3.782224,7.384134
1149,ng20,coresets,400,3000,5,3.779428,7.960262
1149,ng20,coresets,400,3000,10,3.779364,8.694880
1149,ng20,coresets,400,3000,14,3.779462,9.403306
1150,ng20,coresets,400,3000,0,3.787406,7.173605
1150,ng20,coresets,400,3000,1,3.780030,7.298648
1150,ng20,coresets,400,3000,5,3.778448,7.873482
1150,ng20,coresets,400,3000,10,3.778264,8.564260
1150,ng20,coresets,400,3000,14,3.778249,9.301919
1151,ng20,coresets,400,3000,0,3.789098,7.225736
1151,ng20,coresets,400,3000,1,3.782523,7.393815
1151,ng20,coresets,400,3000,5,3.779212,7.919032
1151,ng20,coresets,400,3000,10,3.779084,8.651268
1151,ng20,coresets,400,3000,14,3.779084,9.392932
1152,ng20,coresets,400,3000,0,3.787860,7.346287
1152,ng20,coresets,400,3000,1,3.781996,7.482681
1152,ng20,coresets,400,3000,5,3.780033,8.056741
1152,ng20,coresets,400,3000,10,3.779850,8.777613
1152,ng20,coresets,400,3000,13,3.779845,9.335003
1153,ng20,coresets,400,3000,0,3.787695,7.283413
1153,ng20,coresets,400,3000,1,3.782060,7.381364
1153,ng20,coresets,400,3000,5,3.779725,7.985243
1153,ng20,coresets,400,3000,10,3.779561,8.722107
1153,ng20,coresets,400,3000,14,3.779564,9.409943
1154,ng20,coresets,400,3000,0,3.787664,7.198497
1154,ng20,coresets,400,3000,1,3.780965,7.348910
1154,ng20,coresets,400,3000,5,3.778996,7.947143
1154,ng20,coresets,400,3000,10,3.778917,8.633772
1154,ng20,coresets,400,3000,14,3.778898,9.404579
1155,ng20,coresets,400,3000,0,3.786680,7.136477
1155,ng20,coresets,400,3000,1,3.780646,7.281765
1155,ng20,coresets,400,3000,5,3.779376,7.824159
1155,ng20,coresets,400,3000,8,3.779436,8.407726
1156,ng20,coresets,400,3000,0,3.788063,7.228732
1156,ng20,coresets,400,3000,1,3.782359,7.343128
1156,ng20,coresets,400,3000,5,3.779393,7.892709
1156,ng20,coresets,400,3000,10,3.779040,8.654652
1156,ng20,coresets,400,3000,14,3.779023,9.315165
1157,ng20,coresets,400,3000,0,3.786385,7.189936
1157,ng20,coresets,400,3000,1,3.780160,7.385673
1157,ng20,coresets,400,3000,5,3.777769,7.999087
1157,ng20,coresets,400,3000,10,3.777689,8.656692
1157,ng20,coresets,400,3000,18,3.777639,9.889984
1158,ng20,coresets,400,3000,0,3.785001,7.189118
1158,ng20,coresets,400,3000,1,3.779925,7.260317
1158,ng20,coresets,400,3000,5,3.778697,7.855240
1158,ng20,coresets,400,3000,10,3.778148,8.534332
1158,ng20,coresets,400,3000,16,3.778050,9.550246
1159,ng20,coresets,400,3000,0,3.789190,7.130634
1159,ng20,coresets,400,3000,1,3.781870,7.244381
1159,ng20,coresets,400,3000,5,3.779498,7.848832
1159,ng20,coresets,400,3000,10,3.778811,8.589982
1159,ng20,coresets,400,3000,16,3.778717,9.540737
1160,ng20,coresets,400,3000,0,3.784674,7.114487
1160,ng20,coresets,400,3000,1,3.780244,7.294254
1160,ng20,coresets,400,3000,5,3.778337,7.858460
1160,ng20,coresets,400,3000,10,3.778279,8.609428
1160,ng20,coresets,400,3000,15,3.778265,9.431860
1161,ng20,coresets,400,3000,0,3.787156,7.156140
1161,ng20,coresets,400,3000,1,3.781761,7.317699
1161,ng20,coresets,400,3000,5,3.779748,7.863620
1161,ng20,coresets,400,3000,9,3.779754,8.544320
1162,ng20,coresets,400,3000,0,3.788177,7.082745
1162,ng20,coresets,400,3000,1,3.781919,7.241750
1162,ng20,coresets,400,3000,5,3.780060,7.802624
1162,ng20,coresets,400,3000,10,3.780123,8.533330
1162,ng20,coresets,400,3000,13,3.780139,9.123878
1163,ng20,coresets,400,3000,0,3.789441,7.102510
1163,ng20,coresets,400,3000,1,3.782558,7.232512
1163,ng20,coresets,400,3000,5,3.780310,7.802972
1163,ng20,coresets,400,3000,10,3.780216,8.512765
1163,ng20,coresets,400,3000,11,3.780214,8.802934
1164,ng20,coresets,400,3000,0,3.786810,7.177733
1164,ng20,coresets,400,3000,1,3.781564,7.303823
1164,ng20,coresets,400,3000,5,3.779333,7.916154
1164,ng20,coresets,400,3000,10,3.778936,8.597185
1164,ng20,coresets,400,3000,16,3.778942,9.612561
1165,ng20,coresets,400,3000,0,3.786676,7.232654
1165,ng20,coresets,400,3000,1,3.780074,7.401739
1165,ng20,coresets,400,3000,5,3.778828,7.927945
1165,ng20,coresets,400,3000,10,3.778746,8.669384
1166,ng20,coresets,400,3000,0,3.787348,7.113336
1166,ng20,coresets,400,3000,1,3.780466,7.255304
1166,ng20,coresets,400,3000,5,3.777602,7.859606
1166,ng20,coresets,400,3000,10,3.777288,8.597695
1167,ng20,coresets,400,3000,0,3.786733,7.193737
1167,ng20,coresets,400,3000,1,3.782317,7.320141
1167,ng20,coresets,400,3000,5,3.780875,7.963309
1167,ng20,coresets,400,3000,10,3.780399,8.618713
1167,ng20,coresets,400,3000,11,3.780401,8.881506
1168,ng20,coresets,400,3000,0,3.788011,7.335056
1168,ng20,coresets,400,3000,1,3.781264,7.458689
1168,ng20,coresets,400,3000,5,3.779098,8.031026
1168,ng20,coresets,400,3000,10,3.778907,8.746092
1168,ng20,coresets,400,3000,18,3.778356,10.001370
1169,ng20,coresets,400,3000,0,3.787408,7.180812
1169,ng20,coresets,400,3000,1,3.782265,7.320695
1169,ng20,coresets,400,3000,5,3.780195,7.894690
1169,ng20,coresets,400,3000,10,3.780060,8.649845
1169,ng20,coresets,400,3000,12,3.780070,9.066055
1170,ng20,coresets,400,3000,0,3.788494,7.245271
1170,ng20,coresets,400,3000,1,3.781427,7.385782
1170,ng20,coresets,400,3000,5,3.778893,8.063910
1170,ng20,coresets,400,3000,10,3.778634,8.792957
1170,ng20,coresets,400,3000,15,3.778623,9.524263
1171,ng20,coresets,400,3000,0,3.788832,7.150312
1171,ng20,coresets,400,3000,1,3.784033,7.286676
1171,ng20,coresets,400,3000,5,3.781874,7.847855
1171,ng20,coresets,400,3000,10,3.781723,8.602938
1171,ng20,coresets,400,3000,16,3.781704,9.535315
1172,ng20,coresets,400,3000,0,3.783893,7.228217
1172,ng20,coresets,400,3000,1,3.781616,7.593478
1172,ng20,coresets,400,3000,5,3.781567,8.082986
1172,ng20,coresets,400,3000,10,3.781642,8.670992
1173,ng20,coresets,400,3000,0,3.788531,7.252454
1173,ng20,coresets,400,3000,1,3.781252,7.409957
1173,ng20,coresets,400,3000,5,3.779016,8.002144
1173,ng20,coresets,400,3000,10,3.778730,8.713847
1173,ng20,coresets,400,3000,12,3.778739,9.112152
1174,ng20,coresets,400,3000,0,3.786216,7.185404
1174,ng20,coresets,400,3000,1,3.780631,7.317481
1174,ng20,coresets,400,3000,5,3.779200,7.854853
1174,ng20,coresets,400,3000,10,3.778909,8.583688
1174,ng20,coresets,400,3000,12,3.778910,9.008888
1175,ng20,coresets,300,3000,0,3.801833,5.749662
1175,ng20,coresets,300,3000,1,3.791997,5.835860
1175,ng20,coresets,300,3000,5,3.788642,6.297481
1175,ng20,coresets,300,3000,10,3.787966,6.964349
1175,ng20,coresets,300,3000,14,3.787927,7.370955
1176,ng20,coresets,300,3000,0,3.797277,5.749262
1176,ng20,coresets,300,3000,1,3.791075,5.842808
1176,ng20,coresets,300,3000,5,3.787603,6.276201
1176,ng20,coresets,300,3000,10,3.786933,6.835299
1176,ng20,coresets,300,3000,20,3.786782,7.941361
1177,ng20,coresets,300,3000,0,3.798046,5.788944
1177,ng20,coresets,300,3000,1,3.791974,5.897199
1177,ng20,coresets,300,3000,5,3.789713,6.357697
1177,ng20,coresets,300,3000,10,3.789550,6.878153
1177,ng20,coresets,300,3000,13,3.789416,7.275547
1178,ng20,coresets,300,3000,0,3.796437,5.759608
1178,ng20,coresets,300,3000,1,3.790167,5.892900
1178,ng20,coresets,300,3000,5,3.787945,6.331948
1178,ng20,coresets,300,3000,10,3.787889,6.883980
1178,ng20,coresets,300,3000,20,3.787925,8.039766
1179,ng20,coresets,300,3000,0,3.797044,5.939710
1179,ng20,coresets,300,3000,1,3.790601,6.063548
1179,ng20,coresets,300,3000,5,3.788552,6.490081
1179,ng20,coresets,300,3000,10,3.788074,7.122316
1179,ng20,coresets,300,3000,13,3.788068,7.566080
1180,ng20,coresets,300,3000,0,3.797770,5.907073
1180,ng20,coresets,300,3000,1,3.790708,6.038014
1180,ng20,coresets,300,3000,5,3.788989,6.450546
1180,ng20,coresets,300,3000,10,3.788747,6.979282
1180,ng20,coresets,300,3000,15,3.788579,7.614362
1181,ng20,coresets,300,3000,0,3.798696,5.932454
1181,ng20,coresets,300,3000,1,3.791762,5.993015
1181,ng20,coresets,300,3000,5,3.788491,6.456955
1181,ng20,coresets,300,3000,10,3.787796,6.976443
1181,ng20,coresets,300,3000,14,3.787784,7.507271
1182,ng20,coresets,300,3000,0,3.799097,5.953069
1182,ng20,coresets,300,3000,1,3.792304,6.046362
1182,ng20,coresets,300,3000,5,3.789824,6.484027
1182,ng20,coresets,300,3000,10,3.789631,7.014112
1182,ng20,coresets,300,3000,13,3.789631,7.468035
1183,ng20,coresets,300,3000,0,3.800444,5.907121
1183,ng20,coresets,300,3000,1,3.793374,6.011772
1183,ng20,coresets,300,3000,5,3.790159,6.476315
1183,ng20,coresets,300,3000,10,3.789855,7.001323
1183,ng20,coresets,300,3000,14,3.789853,7.566244
1184,ng20,coresets,300,3000,0,3.800038,5.888576
1184,ng20,coresets,300,3000,1,3.792057,6.017809
1184,ng20,coresets,300,3000,5,3.788998,6.449213
1184,ng20,coresets,300,3000,10,3.788632,7.008801
1184,ng20,coresets,300,3000,15,3.788629,7.618380
1185,ng20,coresets,300,3000,0,3.799442,5.941579
1185,ng20,coresets,300,3000,1,3.793456,6.070536
1185,ng20,coresets,300,3000,5,3.792185,6.498538
1185,ng20,coresets,300,3000,10,3.791941,7.030164
1185,ng20,coresets,300,3000,19,3.791939,8.101974
1186,ng20,coresets,300,3000,0,3.798135,5.903383
1186,ng20,coresets,300,3000,1,3.790409,6.107969
1186,ng20,coresets,300,3000,5,3.787828,6.442583
1186,ng20,coresets,300,3000,10,3.786831,6.956954
1186,ng20,coresets,300,3000,19,3.786682,8.052029
1187,ng20,coresets,300,3000,0,3.797707,5.889130
1187,ng20,coresets,300,3000,1,3.790392,5.995489
1187,ng20,coresets,300,3000,5,3.787720,6.460882
1187,ng20,coresets,300,3000,10,3.787475,6.972225
1187,ng20,coresets,300,3000,22,3.787463,8.476179
1188,ng20,coresets,300,3000,0,3.797790,5.949366
1188,ng20,coresets,300,3000,1,3.790359,6.119115
1188,ng20,coresets,300,3000,5,3.787577,6.557755
1188,ng20,coresets,300,3000,10,3.787678,7.133414
1188,ng20,coresets,300,3000,14,3.787667,7.670667
1189,ng20,coresets,300,3000,0,3.797175,5.974730
1189,ng20,coresets,300,3000,1,3.789785,6.087964
1189,ng20,coresets,300,3000,5,3.787137,6.516171
1189,ng20,coresets,300,3000,10,3.786903,7.032510
1189,ng20,coresets,300,3000,13,3.786869,7.457180
1190,ng20,coresets,300,3000,0,3.796602,5.934588
1190,ng20,coresets,300,3000,1,3.792438,5.997759
1190,ng20,coresets,300,3000,5,3.789515,6.425564
1190,ng20,coresets,300,3000,10,3.789537,6.992314
1190,ng20,coresets,300,3000,15,3.789498,7.588658
1191,ng20,coresets,300,3000,0,3.796057,5.969762
1191,ng20,coresets,300,3000,1,3.790470,6.042852
1191,ng20,coresets,300,3000,5,3.787847,6.472573
1191,ng20,coresets,300,3000,10,3.787531,7.022983
1191,ng20,coresets,300,3000,17,3.787545,7.872179
1192,ng20,coresets,300,3000,0,3.798596,5.894734
1192,ng20,coresets,300,3000,1,3.791658,5.990406
1192,ng20,coresets,300,3000,5,3.789049,6.493803
1192,ng20,coresets,300,3000,10,3.788737,7.029577
1192,ng20,coresets,300,3000,17,3.788776,7.886358
1193,ng20,coresets,300,3000,0,3.799859,6.006049
1193,ng20,coresets,300,3000,1,3.792085,6.128479
1193,ng20,coresets,300,3000,5,3.789780,6.601007
1193,ng20,coresets,300,3000,10,3.789513,7.157018
1193,ng20,coresets,300,3000,12,3.789497,7.475257
1194,ng20,coresets,300,3000,0,3.797471,5.935198
1194,ng20,coresets,300,3000,1,3.789522,6.022086
1194,ng20,coresets,300,3000,5,3.787343,6.424522
1194,ng20,coresets,300,3000,10,3.786848,6.983769
1194,ng20,coresets,300,3000,18,3.786606,7.917063
1195,ng20,coresets,300,3000,0,3.800693,5.895182
1195,ng20,coresets,300,3000,1,3.792860,5.963831
1195,ng20,coresets,300,3000,5,3.789909,6.454098
1195,ng20,coresets,300,3000,10,3.789584,6.984103
1195,ng20,coresets,300,3000,15,3.789528,7.645383
1196,ng20,coresets,300,3000,0,3.797367,5.940830
1196,ng20,coresets,300,3000,1,3.791359,6.005746
1196,ng20,coresets,300,3000,5,3.790134,6.438682
1196,ng20,coresets,300,3000,10,3.789897,7.040778
1196,ng20,coresets,300,3000,14,3.789839,7.586650
1197,ng20,coresets,300,3000,0,3.796296,6.119861
1197,ng20,coresets,300,3000,1,3.791211,6.216575
1197,ng20,coresets,300,3000,5,3.788776,6.675689
1197,ng20,coresets,300,3000,10,3.788184,7.216412
1197,ng20,coresets,300,3000,16,3.788166,8.007255
1198,ng20,coresets,300,3000,0,3.794423,5.941323
1198,ng20,coresets,300,3000,1,3.791055,6.024342
1198,ng20,coresets,300,3000,5,3.789655,6.559173
1198,ng20,coresets,300,3000,10,3.788989,7.041434
1198,ng20,coresets,300,3000,15,3.788879,7.680467
1199,ng20,coresets,300,3000,0,3.799348,5.924890
1199,ng20,coresets,300,3000,1,3.791049,6.031022
1199,ng20,coresets,300,3000,5,3.787597,6.479672
1199,ng20,coresets,300,3000,10,3.787278,7.030044
1199,ng20,coresets,300,3000,15,3.787265,7.689793
1200,ng20,coresets,300,3000,0,3.796764,6.018209
1200,ng20,coresets,300,3000,1,3.793102,6.126126
1200,ng20,coresets,300,3000,5,3.791584,6.572817
1200,ng20,coresets,300,3000,10,3.791352,7.097107
1200,ng20,coresets,300,3000,15,3.791224,7.701326
1201,ng20,coresets,300,3000,0,3.798868,5.949650
1201,ng20,coresets,300,3000,1,3.791034,6.044900
1201,ng20,coresets,300,3000,5,3.788339,6.508014
1201,ng20,coresets,300,3000,10,3.788431,7.018833
1201,ng20,coresets,300,3000,15,3.788494,7.667122
1202,ng20,coresets,300,3000,0,3.800168,5.911383
1202,ng20,coresets,300,3000,1,3.792737,6.007140
1202,ng20,coresets,300,3000,5,3.792979,6.423056
1202,ng20,coresets,300,3000,10,3.792528,6.967922
1202,ng20,coresets,300,3000,30,3.791427,9.234459
1203,ng20,coresets,300,3000,0,3.796920,5.876824
1203,ng20,coresets,300,3000,1,3.791631,6.001129
1203,ng20,coresets,300,3000,5,3.789238,6.459994
1203,ng20,coresets,300,3000,10,3.788840,6.952715
1203,ng20,coresets,300,3000,19,3.788706,8.086918
1204,ng20,coresets,300,3000,0,3.802038,5.939976
1204,ng20,coresets,300,3000,1,3.795162,6.056237
1204,ng20,coresets,300,3000,5,3.793589,6.480585
1204,ng20,coresets,300,3000,10,3.793109,7.020532
1204,ng20,coresets,300,3000,17,3.792974,7.861398
1205,ng20,coresets,200,3000,0,3.814986,4.400301
1205,ng20,coresets,200,3000,1,3.804459,4.478515
1205,ng20,coresets,200,3000,5,3.800168,4.770825
1205,ng20,coresets,200,3000,10,3.799940,5.107296
1205,ng20,coresets,200,3000,13,3.799993,5.370908
1206,ng20,coresets,200,3000,0,3.809847,4.631598
1206,ng20,coresets,200,3000,1,3.804499,4.694969
1206,ng20,coresets,200,3000,5,3.802344,4.983684
1206,ng20,coresets,200,3000,10,3.802218,5.335273
1206,ng20,coresets,200,3000,15,3.802214,5.783572
1207,ng20,coresets,200,3000,0,3.819342,4.667697
1207,ng20,coresets,200,3000,1,3.809597,4.719575
1207,ng20,coresets,200,3000,5,3.805879,4.993167
1207,ng20,coresets,200,3000,10,3.804968,5.362916
1207,ng20,coresets,200,3000,17,3.804503,5.940372
1208,ng20,coresets,200,3000,0,3.813962,4.614338
1208,ng20,coresets,200,3000,1,3.806005,4.673531
1208,ng20,coresets,200,3000,5,3.802014,4.956265
1208,ng20,coresets,200,3000,10,3.801651,5.292662
1208,ng20,coresets,200,3000,13,3.801609,5.575744
1209,ng20,coresets,200,3000,0,3.812874,4.670811
1209,ng20,coresets,200,3000,1,3.804057,4.765037
1209,ng20,coresets,200,3000,5,3.800424,5.050249
1209,ng20,coresets,200,3000,10,3.800244,5.376093
1209,ng20,coresets,200,3000,14,3.800204,5.757093
1210,ng20,coresets,200,3000,0,3.814552,4.635719
1210,ng20,coresets,200,3000,1,3.805605,4.692592
1210,ng20,coresets,200,3000,5,3.801738,4.975971
1210,ng20,coresets,200,3000,10,3.801414,5.345517
1210,ng20,coresets,200,3000,16,3.801398,5.829805
1211,ng20,coresets,200,3000,0,3.815039,4.652107
1211,ng20,coresets,200,3000,1,3.806113,4.724609
1211,ng20,coresets,200,3000,5,3.802242,5.005552
1211,ng20,coresets,200,3000,10,3.801957,5.377435
1211,ng20,coresets,200,3000,13,3.801909,5.669811
1212,ng20,coresets,200,3000,0,3.817547,4.623642
1212,ng20,coresets,200,3000,1,3.805505,4.655432
1212,ng20,coresets,200,3000,5,3.800432,5.019650
1212,ng20,coresets,200,3000,10,3.800071,5.351879
1212,ng20,coresets,200,3000,16,3.800065,5.820893
1213,ng20,coresets,200,3000,0,3.814311,4.620946
1213,ng20,coresets,200,3000,1,3.804769,4.697161
1213,ng20,coresets,200,3000,5,3.799647,5.044794
1213,ng20,coresets,200,3000,10,3.799240,5.508575
1213,ng20,coresets,200,3000,14,3.799208,5.767296
1214,ng20,coresets,200,3000,0,3.815232,4.626192
1214,ng20,coresets,200,3000,1,3.805720,4.679084
1214,ng20,coresets,200,3000,5,3.801806,4.973817
1214,ng20,coresets,200,3000,10,3.801283,5.308696
1214,ng20,coresets,200,3000,15,3.801254,5.742762
1215,ng20,coresets,200,3000,0,3.812941,4.631617
1215,ng20,coresets,200,3000,1,3.805275,4.698500
1215,ng20,coresets,200,3000,5,3.801348,4.996190
1215,ng20,coresets,200,3000,10,3.800990,5.350448
1215,ng20,coresets,200,3000,22,3.800309,6.276873
1216,ng20,coresets,200,3000,0,3.814558,4.621401
1216,ng20,coresets,200,3000,1,3.806529,4.685573
1216,ng20,coresets,200,3000,5,3.801949,4.980216
1216,ng20,coresets,200,3000,10,3.801382,5.374068
1216,ng20,coresets,200,3000,22,3.801239,6.292034
1217,ng20,coresets,200,3000,0,3.816914,4.652078
1217,ng20,coresets,200,3000,1,3.807798,4.707998
1217,ng20,coresets,200,3000,5,3.802057,4.987273
1217,ng20,coresets,200,3000,10,3.801744,5.328371
1217,ng20,coresets,200,3000,16,3.801577,5.826957
1218,ng20,coresets,200,3000,0,3.814441,4.629688
1218,ng20,coresets,200,3000,1,3.806274,4.687847
1218,ng20,coresets,200,3000,5,3.803614,4.969043
1218,ng20,coresets,200,3000,10,3.802597,5.342331
1218,ng20,coresets,200,3000,12,3.802600,5.564842
1219,ng20,coresets,200,3000,0,3.812704,4.631476
1219,ng20,coresets,200,3000,1,3.804882,4.748182
1219,ng20,coresets,200,3000,5,3.802358,4.989639
1219,ng20,coresets,200,3000,10,3.802466,5.330847
1219,ng20,coresets,200,3000,14,3.802472,5.699868
1220,ng20,coresets,200,3000,0,3.810985,4.612912
1220,ng20,coresets,200,3000,1,3.805641,4.669673
1220,ng20,coresets,200,3000,5,3.803396,4.957578
1220,ng20,coresets,200,3000,10,3.803266,5.284138
1220,ng20,coresets,200,3000,15,3.803217,5.735539
1221,ng20,coresets,200,3000,0,3.811604,4.702296
1221,ng20,coresets,200,3000,1,3.805841,4.745466
1221,ng20,coresets,200,3000,5,3.804422,5.097123
1221,ng20,coresets,200,3000,10,3.804135,5.417555
1221,ng20,coresets,200,3000,19,3.803953,6.130900
1222,ng20,coresets,200,3000,0,3.814861,4.622054
1222,ng20,coresets,200,3000,1,3.806903,4.666661
1222,ng20,coresets,200,3000,5,3.801851,4.966705
1222,ng20,coresets,200,3000,10,3.801532,5.345232
1222,ng20,coresets,200,3000,14,3.801456,5.710442
1223,ng20,coresets,200,3000,0,3.815356,4.622864
1223,ng20,coresets,200,3000,1,3.805858,4.655015
1223,ng20,coresets,200,3000,5,3.801793,4.929751
1223,ng20,coresets,200,3000,10,3.801745,5.289267
1223,ng20,coresets,200,3000,21,3.801185,6.202981
1224,ng20,coresets,200,3000,0,3.810992,4.619169
1224,ng20,coresets,200,3000,1,3.806335,4.675307
1224,ng20,coresets,200,3000,5,3.804772,4.982275
1224,ng20,coresets,200,3000,10,3.804477,5.321397
1224,ng20,coresets,200,3000,16,3.804410,5.799806
1225,ng20,coresets,200,3000,0,3.814624,4.711951
1225,ng20,coresets,200,3000,1,3.807078,4.801354
1225,ng20,coresets,200,3000,5,3.803808,5.156191
1225,ng20,coresets,200,3000,10,3.803390,5.579031
1225,ng20,coresets,200,3000,12,3.803405,5.844433
1226,ng20,coresets,200,3000,0,3.814603,4.645422
1226,ng20,coresets,200,3000,1,3.805696,4.667902
1226,ng20,coresets,200,3000,5,3.801659,4.953578
1226,ng20,coresets,200,3000,10,3.801280,5.318654
1226,ng20,coresets,200,3000,14,3.801272,5.694475
1227,ng20,coresets,200,3000,0,3.814034,4.511445
1227,ng20,coresets,200,3000,1,3.803762,4.563181
1227,ng20,coresets,200,3000,5,3.800234,4.850927
1227,ng20,coresets,200,3000,10,3.799811,5.252551
1227,ng20,coresets,200,3000,12,3.799818,5.500765
1228,ng20,coresets,200,3000,0,3.812174,4.766036
1228,ng20,coresets,200,3000,1,3.803564,4.726692
1228,ng20,coresets,200,3000,5,3.799338,5.009443
1228,ng20,coresets,200,3000,10,3.798735,5.407669
1228,ng20,coresets,200,3000,14,3.798734,5.802833
1229,ng20,coresets,200,3000,0,3.807248,4.663294
1229,ng20,coresets,200,3000,1,3.803207,4.729684
1229,ng20,coresets,200,3000,5,3.801117,5.007054
1229,ng20,coresets,200,3000,10,3.801147,5.387512
1229,ng20,coresets,200,3000,13,3.801147,5.634946
1230,ng20,coresets,200,3000,0,3.815158,4.603656
1230,ng20,coresets,200,3000,1,3.808019,4.657554
1230,ng20,coresets,200,3000,5,3.804017,4.919927
1230,ng20,coresets,200,3000,10,3.803698,5.288074
1231,ng20,coresets,200,3000,0,3.813001,4.623860
1231,ng20,coresets,200,3000,1,3.808030,4.691193
1231,ng20,coresets,200,3000,5,3.806155,4.975802
1231,ng20,coresets,200,3000,10,3.806112,5.334698
1231,ng20,coresets,200,3000,16,3.806010,5.883617
1232,ng20,coresets,200,3000,0,3.815128,4.635180
1232,ng20,coresets,200,3000,1,3.805356,4.690851
1232,ng20,coresets,200,3000,5,3.801317,5.013481
1232,ng20,coresets,200,3000,10,3.801057,5.386393
1232,ng20,coresets,200,3000,20,3.801027,6.144582
1233,ng20,coresets,200,3000,0,3.813651,4.576468
1233,ng20,coresets,200,3000,1,3.805363,4.740937
1233,ng20,coresets,200,3000,5,3.803124,5.014484
1233,ng20,coresets,200,3000,10,3.802706,5.337430
1233,ng20,coresets,200,3000,22,3.802544,6.263876
1234,ng20,coresets,200,3000,0,3.814313,4.602418
1234,ng20,coresets,200,3000,1,3.805550,4.702021
1234,ng20,coresets,200,3000,5,3.801888,5.022961
1234,ng20,coresets,200,3000,10,3.801828,5.367355
1234,ng20,coresets,200,3000,17,3.801797,5.940215
1235,ng20,coresets,100,3000,0,3.844525,3.110242
1235,ng20,coresets,100,3000,1,3.833613,3.156430
1235,ng20,coresets,100,3000,5,3.830502,3.303100
1235,ng20,coresets,100,3000,10,3.830407,3.484867
1235,ng20,coresets,100,3000,15,3.830146,3.693549
1236,ng20,coresets,100,3000,0,3.845212,3.283431
1236,ng20,coresets,100,3000,1,3.830606,3.333678
1236,ng20,coresets,100,3000,5,3.824544,3.465511
1236,ng20,coresets,100,3000,10,3.824270,3.667071
1237,ng20,coresets,100,3000,0,3.844940,3.288469
1237,ng20,coresets,100,3000,1,3.830453,3.317983
1237,ng20,coresets,100,3000,5,3.824925,3.461476
1237,ng20,coresets,100,3000,10,3.823773,3.661842
1237,ng20,coresets,100,3000,26,3.823680,4.276365
1238,ng20,coresets,100,3000,0,3.862634,3.303001
1238,ng20,coresets,100,3000,1,3.853025,3.344925
1238,ng20,coresets,100,3000,5,3.844856,3.472598
1238,ng20,coresets,100,3000,10,3.843817,3.661082
1238,ng20,coresets,100,3000,23,3.842426,4.179341
1239,ng20,coresets,100,3000,0,3.856148,3.333105
1239,ng20,coresets,100,3000,1,3.835676,3.353935
1239,ng20,coresets,100,3000,5,3.826132,3.490682
1239,ng20,coresets,100,3000,10,3.824929,3.676379
1239,ng20,coresets,100,3000,27,3.823706,4.353201
1240,ng20,coresets,100,3000,0,3.848882,3.320229
1240,ng20,coresets,100,3000,1,3.835882,3.347758
1240,ng20,coresets,100,3000,5,3.828495,3.534943
1240,ng20,coresets,100,3000,10,3.827799,3.738055
1240,ng20,coresets,100,3000,15,3.827782,3.958859
1241,ng20,coresets,100,3000,0,3.848523,3.322610
1241,ng20,coresets,100,3000,1,3.836826,3.351884
1241,ng20,coresets,100,3000,5,3.831513,3.527917
1241,ng20,coresets,100,3000,10,3.830927,3.694350
1241,ng20,coresets,100,3000,20,3.830364,4.093213
1242,ng20,coresets,100,3000,0,3.848775,3.314647
1242,ng20,coresets,100,3000,1,3.833745,3.346814
1242,ng20,coresets,100,3000,5,3.829904,3.485587
1242,ng20,coresets,100,3000,10,3.828676,3.669200
1242,ng20,coresets,100,3000,21,3.828702,4.151801
1243,ng20,coresets,100,3000,0,3.841143,3.276348
1243,ng20,coresets,100,3000,1,3.829872,3.331020
1243,ng20,coresets,100,3000,5,3.825981,3.474470
1243,ng20,coresets,100,3000,10,3.825954,3.681186
1243,ng20,coresets,100,3000,14,3.825944,3.814594
1244,ng20,coresets,100,3000,0,3.849790,3.290183
1244,ng20,coresets,100,3000,1,3.840059,3.368046
1244,ng20,coresets,100,3000,5,3.834648,3.497657
1244,ng20,coresets,100,3000,10,3.834213,3.685031
1244,ng20,coresets,100,3000,13,3.834173,3.822165
1245,ng20,coresets,100,3000,0,3.843941,3.307513
1245,ng20,coresets,100,3000,1,3.832451,3.316683
1245,ng20,coresets,100,3000,5,3.832904,3.476997
1245,ng20,coresets,100,3000,10,3.833149,3.663473
1245,ng20,coresets,100,3000,13,3.833154,3.805120
1246,ng20,coresets,100,3000,0,3.846672,3.283764
1246,ng20,coresets,100,3000,1,3.834190,3.304703
1246,ng20,coresets,100,3000,5,3.829444,3.455726
1246,ng20,coresets,100,3000,10,3.829233,3.678221
1246,ng20,coresets,100,3000,17,3.829238,3.979211
1247,ng20,coresets,100,3000,0,3.854552,3.316480
1247,ng20,coresets,100,3000,1,3.840622,3.329291
1247,ng20,coresets,100,3000,5,3.835288,3.504645
1247,ng20,coresets,100,3000,10,3.833682,3.729453
1247,ng20,coresets,100,3000,18,3.833366,4.035313
1248,ng20,coresets,100,3000,0,3.855461,3.528297
